timestamp,anglesHipRightX,anglesHipRightY,anglesHipRightZ,anglesHipRightAbs,anglesHipLeftX,anglesHipLeftY,anglesHipLeftZ,anglesHipLeftAbs,anglesKneeRightX,anglesKneeRightY,anglesKneeRightZ,anglesKneeRightAbs,anglesKneeLeftX,anglesKneeLeftY,anglesKneeLeftZ,anglesKneeLeftAbs,anglesAnkleRightX,anglesAnkleRightY,anglesAnkleRightZ,anglesAnkleRightAbs,anglesAnkleLeftX,anglesAnkleLeftY,anglesAnkleLeftZ,anglesAnkleLeftAbs,anglesSpineMidX,anglesSpineMidY,anglesSpineMidZ,anglesSpineMidAbs,anglesShoulderRightX,anglesShoulderRightY,anglesShoulderRightZ,anglesShoulderRightAbs,anglesElbowRightX,anglesElbowRightY,anglesElbowRightZ,anglesElbowRightAbs,anglesElbowLeftX,anglesElbowLeftY,anglesElbowLeftZ,anglesElbowLeftAbs,positionsHipRightX,positionsHipRightY,positionsHipRightZ,positionsHipLeftX,positionsHipLeftY,positionsHipLeftZ,positionsKneeRightX,positionsKneeRightY,positionsKneeRightZ,positionsKneeLeftX,positionsKneeLeftY,positionsKneeLeftZ,positionsAnkleRightX,positionsAnkleRightY,positionsAnkleRightZ,positionsAnkleLeftX,positionsAnkleLeftY,positionsAnkleLeftZ,positionsSpineMidX,positionsSpineMidY,positionsSpineMidZ,positionsShoulderRightX,positionsShoulderRightY,positionsShoulderRightZ,positionsElbowRightX,positionsElbowRightY,positionsElbowRightZ,positionsElbowLeftX,positionsElbowLeftY,positionsElbowLeftZ,Right,Left
201711292200519226,-7.172856,-101.9629,4.601297,8.615719,-7.870623,148.708,-5.4306,9.548001,-8.434566,-92.45409,-14.8752,16.88165,-2.691667,72.80154,7.335031,7.810715,155.9424,-138.1642,-136.2757,148.9007,68.87218,168.2368,-53.76334,62.15178,1.673119,16.18828,-0.2943191,1.690347,-6.046449,139.2918,-13.70712,14.90159,26.76635,99.84763,-6.898591,27.46259,26.61601,-93.57587,6.543371,27.21551,0.404855,0.8449584,3.457163,0.2777396,0.8403749,3.457163,0.4359128,0.5360843,3.474147,0.2547283,0.5307961,3.478044,0.4083915,0.3266746,3.514461,0.2656994,0.3396208,3.500487,0.33867,1.114161,3.509588,0.4703604,1.269159,3.504798,0.5122066,1.03187,3.517187,0.1417122,1.057137,3.527214,0,0
201711292200519546,-7.327154,-104.3702,4.206635,8.520242,-7.912565,149.6522,-5.514359,9.629842,-8.147406,-86.7569,-13.30007,15.37471,-2.854092,72.44348,7.497263,8.01583,164.6535,-139.37,-148.3946,156.7525,69.87064,168.5184,-52.34463,63.14847,1.668324,16.71839,-0.2924935,1.6855,-5.981313,140.2887,-13.73403,14.90515,26.8645,99.32848,-6.772862,27.52023,26.64999,-93.30301,6.465588,27.22474,0.4020596,0.844682,3.455825,0.2748797,0.8401195,3.455825,0.4311904,0.5357679,3.473878,0.2515376,0.5306412,3.477105,0.4058853,0.3196575,3.515301,0.262993,0.3385267,3.500581,0.335657,1.113981,3.508051,0.4673712,1.269271,3.503386,0.5094272,1.031489,3.515673,0.1385722,1.056737,3.525572,0,0
201711292200519834,-7.505368,-106.9607,3.975977,8.535029,-7.89656,149.3901,-5.593338,9.663409,-7.69239,-82.07734,-12.04161,14.06649,-3.006553,73.21896,7.734614,8.287018,170.4287,-139.7966,-156.9693,162.1648,71.21088,167.5071,-48.83916,64.89626,1.680087,16.99752,-0.2825212,1.696478,-5.869374,140.3428,-13.73452,14.86735,27.04839,99.33263,-6.73207,27.68737,26.63585,-94.00592,6.910672,27.34305,0.3940277,0.8444529,3.455344,0.266806,0.8399027,3.455344,0.4219119,0.5356048,3.474604,0.242952,0.5304873,3.476708,0.3987254,0.3146417,3.516238,0.2550714,0.3363258,3.501049,0.3275807,1.113798,3.507353,0.4593594,1.269388,3.502893,0.5015894,1.031276,3.515353,0.1304895,1.056769,3.52461,0,0
201711292200520194,-7.686103,-109.7519,3.715029,8.536901,-7.802276,148.8048,-5.698041,9.65387,-7.266014,-76.38769,-10.6585,12.66389,-3.325631,74.6757,8.096225,8.737802,176.7683,-140.0282,-165.4816,167.8006,72.38692,166.8365,-47.03178,66.23587,1.688997,17.49482,-0.2682927,1.704158,-5.794864,141.1269,-13.66868,14.78282,27.00042,99.01125,-6.591057,27.6026,26.66559,-93.98333,6.820388,27.34547,0.3849617,0.844203,3.454581,0.2576875,0.8396823,3.454581,0.4114654,0.5354391,3.475221,0.2331709,0.5302892,3.475746,0.3907653,0.3095767,3.517273,0.2463393,0.3347784,3.501356,0.3184374,1.113589,3.506233,0.4501708,1.269638,3.501345,0.4926131,1.031257,3.513971,0.1214811,1.05675,3.523494,0,0
201711292200520626,-7.850943,-112.8022,3.381373,8.500166,-7.627712,147.9486,-5.823844,9.599278,-6.949253,-70.82764,-9.442542,11.46556,-3.746976,76.61452,8.493607,9.266075,181.8037,-143.0038,-173.798,172.8656,73.71387,165.9619,-44.59061,67.81474,1.700521,18.2668,-0.248915,1.714088,-5.825913,143.0394,-13.567,14.70844,27.05353,99.18623,-6.463875,27.61912,26.68581,-95.25095,7.013137,27.41977,0.3719828,0.8439735,3.454218,0.2446738,0.8395063,3.454218,0.3967455,0.535273,3.476281,0.2194245,0.5300885,3.474867,0.3778051,0.3054144,3.519115,0.2337333,0.3329671,3.501952,0.3053118,1.113411,3.505395,0.4370072,1.269842,3.499865,0.479674,1.031482,3.513096,0.1087164,1.056702,3.522761,0,0
201711292200520916,-8.015124,-116.0475,3.238417,8.559236,-7.518559,147.0315,-5.78531,9.487294,-6.746607,-67.33804,-8.795293,10.81434,-3.905693,77.64606,8.675347,9.49023,184.2883,-147.8673,-104.1386,175.9857,74.98509,164.5033,-40.80461,69.5833,1.722093,18.65208,-0.2380137,1.73478,-5.841924,143.5126,-13.39704,14.56535,27.08417,99.85733,-6.508745,27.66308,26.81762,-96.18665,7.050798,27.55602,0.3544977,0.843839,3.45432,0.2271904,0.8394533,3.45432,0.3782299,0.5352617,3.477696,0.2018324,0.5300204,3.474752,0.3598349,0.3031631,3.52142,0.2168213,0.3308527,3.502478,0.2879704,1.113296,3.505101,0.4197809,1.269998,3.499148,0.4625721,1.031666,3.513021,0.09187875,1.056551,3.52244,0,0
201711292200521237,-8.236372,-118.9828,3.338492,8.781924,-7.384494,146.3461,-5.643432,9.293185,-6.250614,-64.70502,-8.33709,10.18934,-4.001867,78.31026,8.791388,9.630042,186.5874,-150.6467,-118.0323,178.7787,76.14182,162.8322,-36.99912,71.18629,1.740041,18.86209,-0.2171527,1.751127,-5.764353,143.3576,-13.10769,14.27581,26.83247,101.2947,-7.116389,27.61636,26.54289,-96.86418,7.019274,27.28736,0.3269447,0.8437555,3.454204,0.1997084,0.8393444,3.454204,0.3508638,0.5355267,3.479418,0.1746676,0.5298898,3.474501,0.3332242,0.3012911,3.523129,0.1903442,0.3290774,3.502624,0.2606468,1.113105,3.504402,0.3928211,1.27014,3.498266,0.4358571,1.031142,3.512341,0.06547226,1.055653,3.521464,0,0
201711292200521628,-8.249658,-121.0138,3.554645,8.895405,-7.161238,144.1909,-5.50217,9.02891,-5.836615,-64.27428,-8.068461,9.774443,-4.334733,80.39204,9.15798,10.09473,113.2959,-80.87975,-52.66664,183.4312,63.26259,97.71571,-38.28562,62.68106,1.751881,18.63305,-0.1986015,1.761565,-5.809107,142.9739,-12.65195,13.89246,26.67033,103.7427,-7.966777,27.74272,26.50737,-98.40331,6.846078,27.21457,0.2965008,0.8435199,3.453847,0.1692097,0.8391015,3.453847,0.3210834,0.5354608,3.47979,0.1442584,0.5295686,3.473584,0.3038186,0.2993181,3.52296,0.1614331,0.3274021,3.50271,0.2305288,1.112826,3.503386,0.3629698,1.269775,3.496311,0.4065991,1.030599,3.511287,0.03678702,1.054596,3.520617,0,0
201711292200521839,-7.795845,-120.2374,4.094719,8.877668,-6.823908,140.2209,-5.231986,8.596156,-5.117761,-71.04636,-8.314519,9.74555,-4.898467,82.18952,9.414623,10.58573,55.76048,-43.43558,-2.540188,182.7629,66.60681,104.7375,-33.39638,66.10239,1.788767,16.93633,-0.1831873,1.797258,-5.803688,139.8003,-12.14795,13.4409,27.12678,104.8694,-8.367925,28.28919,27.02276,-100.7305,6.926888,27.73866,0.2633844,0.8432556,3.453762,0.1361866,0.8389475,3.453762,0.2900479,0.5350587,3.477909,0.1117296,0.529221,3.472437,0.2730033,0.2983749,3.516971,0.1301868,0.3257722,3.503098,0.1980925,1.112566,3.502554,0.3311662,1.269215,3.495459,0.3748814,1.03046,3.510737,0.006112143,1.05411,3.519791,0,0
201711292200522300,-6.895484,-117.627,4.231375,8.327602,-6.388203,137.8628,-4.849936,8.018543,-3.501007,-88.95642,-8.664001,9.759846,-5.521786,82.49258,9.545891,11.00356,31.30615,12.16923,18.94822,153.7592,69.21964,108.6069,-29.89827,68.80624,1.842492,20.91544,-0.1599891,1.849339,-5.601182,142.7702,-11.48442,12.76133,26.73341,106.7138,-9.112481,28.17192,27.28403,-103.0759,6.820022,27.97612,0.2315421,0.8425761,3.452463,0.1041472,0.8384888,3.452463,0.2581679,0.5337498,3.473053,0.08083209,0.5285673,3.470297,0.2409806,0.3126021,3.503171,0.09975212,0.3323957,3.50147,0.1667736,1.112053,3.49979,0.3006624,1.268466,3.492106,0.3446822,1.03026,3.507766,-0.0226784,1.05313,3.517566,0,0
201711292200522521,-4.774086,-96.08236,3.463583,7.331608,-5.88974,133.806,-4.689341,7.53659,-6.234348,-105.5224,-6.700532,11.0619,-6.378181,85.51569,10.12472,11.92966,35.97126,-16.54329,22.60023,140.6405,72.17503,113.8076,-26.64044,71.88598,1.865419,31.41559,-0.1352279,1.8708,-5.658328,80.77667,-10.86431,12.24583,26.76921,107.1201,-9.405758,28.28934,27.58452,-106.1813,6.601402,28.2265,0.2148775,0.8415274,3.451493,0.08728307,0.8379908,3.451493,0.2363503,0.5312408,3.461311,0.06410874,0.5278504,3.46801,0.2233206,0.3114043,3.494688,0.08438562,0.3373061,3.500301,0.1505334,1.111412,3.497518,0.2850542,1.267681,3.489157,0.3292338,1.030293,3.504807,-0.03665669,1.052841,3.51608,0,0
201711292200522952,-2.189316,-72.48132,2.630526,6.808086,-5.243618,132.5736,-4.559104,6.978364,-9.412436,-121.338,-4.410859,12.73477,-7.45431,88.73087,10.85791,13.09875,35.46107,-37.59619,33.34074,128.1828,75.09339,116.6639,-23.23481,74.97678,1.892488,52.27547,-0.1220638,1.896832,-5.883641,34.65923,-10.20502,11.78959,26.9286,108.2549,-9.837792,28.56351,27.98429,-110.9898,6.381286,28.57333,0.1919894,0.8394704,3.449278,0.06411932,0.8370904,3.449278,0.2083953,0.5277356,3.446361,0.04121929,0.5267161,3.464389,0.2003218,0.3083572,3.483884,0.06359428,0.3411036,3.498663,0.1276896,1.110153,3.49331,0.2626288,1.266732,3.483397,0.3079619,1.030187,3.500291,-0.0564075,1.051585,3.512831,0,0
201711292200523253,1.001333,-49.19994,1.831102,7.651268,-4.684809,135.4057,-4.475317,6.525828,-13.82917,-134.0246,-2.353749,16.13679,-7.744245,92.18623,11.5279,13.79829,40.67335,12.27486,35.13171,119.0102,77.11512,118.9225,-20.10712,77.11892,1.907164,70.3772,-0.1012649,1.910309,-5.082962,0.3595047,-9.866633,11.19379,26.56452,107.2611,-9.819114,28.2057,26.6938,-110.8857,6.66867,27.43715,0.1802505,0.8371537,3.446352,0.05211984,0.8362685,3.446352,0.1920092,0.5246813,3.427335,0.02956293,0.5257515,3.460681,0.1889279,0.3041309,3.472109,0.05490813,0.3372708,3.495882,0.1158174,1.108792,3.488338,0.2515812,1.265859,3.478326,0.2973313,1.029325,3.494769,-0.06707123,1.04534,3.505188,0,0
201711292200523549,4.210452,-25.02315,1.018653,8.671456,-4.12062,141.0957,-4.325948,6.020434,-16.95004,-146.5662,-0.5372141,18.29537,-8.148788,94.41769,12.16387,14.52442,42.85051,58.23278,39.08344,109.3699,79.14689,120.7172,-17.10418,79.30222,1.919529,86.47247,-0.074739,1.921381,-4.437117,-28.74695,-9.407486,10.53016,26.15223,106.7404,-9.650568,27.75397,25.5662,-111.8919,6.794801,26.40484,0.1682717,0.834743,3.442612,0.03977592,0.8353269,3.442612,0.1752279,0.5217113,3.40776,0.01780162,0.5246993,3.456433,0.1762483,0.2820953,3.458232,0.04607588,0.3338151,3.4931,0.1037632,1.107338,3.482268,0.2399549,1.265042,3.47124,0.2859189,1.028769,3.487961,-0.07773677,1.038569,3.496727,0,0
201711292200523931,8.085455,14.16459,0.3640335,10.51475,-3.481699,86.8647,-4.176096,5.477915,-20.2503,-158.6671,0.88627,20.71464,-8.660361,96.25036,12.80835,15.31231,44.25402,101.0254,44.25653,99.89823,81.21207,122.2413,-13.07023,81.49302,1.935417,86.00903,-0.03685778,1.936108,-3.709459,-53.71668,-8.825924,9.736914,25.96588,107.5236,-9.502809,27.5265,24.12816,-112.3838,6.609708,24.98252,0.1478474,0.8323725,3.43806,0.01905908,0.8345096,3.43806,0.1508424,0.5195488,3.384005,-0.002440358,0.5237968,3.451449,0.1546307,0.2621323,3.437597,0.02866087,0.330772,3.489983,0.08330929,1.105971,3.474955,0.2201985,1.264358,3.463835,0.2656294,1.028765,3.481317,-0.09670372,1.031818,3.486153,0,0
201711292200524111,11.34453,48.21661,0.1237096,12.67811,-2.92819,53.30014,-4.08945,5.085091,-22.0525,-165.947,1.181362,22.1058,-9.132104,95.37537,13.15751,15.84164,47.81758,56.75025,42.61642,93.50494,82.69781,124.9421,-10.59892,82.99529,1.968431,74.48081,-0.02938813,1.968587,-3.311941,-64.44238,-8.554155,9.321723,26.3017,109.8247,-9.478105,27.82908,23.10443,-113.7688,6.354038,23.92693,0.1360743,0.8312051,3.433819,0.007004876,0.8340826,3.433819,0.1379364,0.5193607,3.364633,-0.01385325,0.5233825,3.447463,0.1420728,0.2484444,3.415385,0.01906912,0.3284185,3.488218,0.07113291,1.105252,3.467822,0.2080427,1.263812,3.45626,0.2529074,1.029087,3.475616,-0.1077518,1.032243,3.477135,0,0
201711292200524548,15.56314,87.04141,-0.158087,15.21974,-2.494472,22.25986,-3.759441,4.524844,-23.91199,-103.6344,1.837931,23.28334,-9.340066,89.32014,12.82339,15.67592,39.93606,25.9395,47.62633,76.77712,102.0013,129.6464,30.61976,102.2761,1.952417,66.12365,-0.009261979,1.951512,-3.060469,-82.92792,-8.14036,8.82406,26.85447,112.9242,-9.486116,28.35032,22.28334,-116.7195,6.134398,23.08039,0.1229879,0.8294835,3.426032,-0.00652399,0.8333198,3.426032,0.1234199,0.5179141,3.336465,-0.02549254,0.5228565,3.441412,0.1286708,0.2314881,3.380443,0.01001483,0.3035408,3.489072,0.05768674,1.104164,3.456405,0.1950311,1.262695,3.444179,0.2392639,1.028872,3.466055,-0.1195005,1.031929,3.464744,0,0
201711292200525004,20.29732,123.533,-0.4571254,18.35972,-2.013031,-12.82903,-3.957969,4.381759,-25.12999,-74.96003,2.290668,23.90123,-9.724298,86.93861,13.14168,16.12584,38.93042,28.27349,51.88178,66.75726,121.87,132.4835,70.83101,121.5414,1.958664,57.7118,-0.004016653,1.957093,-2.777647,-101.9473,-8.098152,8.664457,27.67661,116.7015,-9.550753,29.14173,21.57067,-119.9611,6.397178,22.47817,0.1033617,0.8278001,3.416273,-0.02659512,0.83214,3.416273,0.1027824,0.5184498,3.304326,-0.04618656,0.5220983,3.433522,0.1085644,0.2169155,3.33505,-0.006905672,0.2789972,3.489179,0.03715622,1.102983,3.442689,0.1742733,1.261294,3.429534,0.2181429,1.027956,3.454889,-0.1395411,1.032574,3.449783,0,0
201711292200525154,22.36423,137.2976,-0.5635603,20.19225,-1.810021,-26.50667,-3.717455,4.055313,-23.42485,-56.02884,1.748704,22.21951,-10.47595,79.0816,12.83032,16.37609,41.31312,25.19949,46.10969,62.82269,100.123,88.37183,55.05528,105.6762,1.947696,49.0262,-0.02215589,1.946767,-2.352904,-105.6875,-8.550598,8.983551,27.68577,117.8091,-9.225164,29.04742,21.11386,-119.82,6.743058,22.1481,0.1073831,0.8271266,3.407882,-0.0227981,0.8311634,3.407882,0.1074201,0.5193047,3.287498,-0.03981869,0.5212779,3.426595,0.1112236,0.2118076,3.299999,-0.0004043961,0.2812098,3.485703,0.04003709,1.102163,3.432131,0.1767443,1.260584,3.418314,0.2203474,1.027051,3.445501,-0.1378603,1.035782,3.438869,0,0
201711292200525484,25.18676,156.7553,-0.7888215,22.34967,-1.813037,-40.47096,-3.357272,3.792623,-21.663,-38.51692,1.525221,20.32831,-10.75722,69.84777,12.4326,16.22187,40.55791,25.6572,44.93465,55.89066,100.1444,96.87745,49.68973,105.2376,1.940835,41.66359,-0.02446151,1.939665,-2.408194,-113.0339,-9.064795,9.447116,27.63492,119.0441,-8.897252,28.89714,21.14507,-122.4493,7.359727,22.36386,0.1077367,0.8253108,3.396189,-0.02270718,0.8290424,3.396189,0.1076684,0.5190454,3.263942,-0.03658094,0.5198301,3.418598,0.1100309,0.204783,3.25509,0.003188726,0.2806633,3.481149,0.03928105,1.100351,3.417278,0.1755678,1.258942,3.402173,0.2191348,1.02435,3.431652,-0.1395989,1.038852,3.42439,0,0
201711292200525824,27.981,176.1062,-1.141933,24.46945,-1.648098,-54.34669,-3.074682,3.452222,-18.9007,-22.15436,1.234191,17.62152,-11.62322,60.57661,12.01103,16.50316,38.42254,26.31078,44.11647,47.81371,82.46461,58.79863,41.33897,92.38241,1.933782,34.70113,-0.02253902,1.932157,-1.92302,-122.1385,-9.508859,9.751144,27.2701,119.4273,-8.574341,28.44355,21.15695,-123.4373,7.815154,22.50945,0.1033726,0.8228502,3.381552,-0.02731289,0.8262742,3.381552,0.102649,0.5179658,3.238045,-0.03835589,0.5176157,3.407048,0.1026596,0.1990045,3.202735,0.001549742,0.278484,3.475369,0.0336507,1.097709,3.399187,0.1695614,1.256427,3.382725,0.2133343,1.021856,3.414195,-0.1463556,1.041666,3.405538,0,0
201711292200526177,29.98027,191.1882,-1.281345,26.04976,-1.69144,-63.68865,-2.797229,3.27668,-15.80433,-8.566115,0.8793108,14.82377,-11.99487,51.32619,11.16525,16.19042,36.94553,25.80727,42.78592,41.3093,96.92471,58.7503,59.77209,97.0397,1.92451,28.18596,-0.01254956,1.922377,-2.013946,-125.3908,-9.906885,10.11376,26.98384,119.7206,-8.356503,28.08902,21.49911,-125.9054,8.282293,22.96312,0.09301944,0.8201011,3.365788,-0.03794404,0.8233323,3.365788,0.09242347,0.5160909,3.215131,-0.04662335,0.5153924,3.394896,0.09075312,0.1946726,3.155304,-0.006839152,0.2600426,3.472714,0.02233635,1.094754,3.380551,0.1577931,1.253861,3.362331,0.2024177,1.018539,3.396353,-0.1585848,1.043592,3.386117,0,0
201711292200526568,31.66083,203.5493,-1.445657,27.40695,-1.897115,-72.73683,-2.787415,3.394687,-12.43552,3.226727,0.6231306,12.14124,-12.67611,44.23735,11.02916,16.51347,32.73262,26.75572,38.41268,32.54971,98.17709,72.52556,53.95104,98.30543,1.931232,22.12054,-0.01048845,1.928684,-0.3753095,-134.5397,-10.0582,10.3596,26.6,119.8017,-8.287263,27.69108,20.02863,-122.7902,8.698366,21.79147,0.07656018,0.8168256,3.346797,-0.05431546,0.819736,3.346798,0.07642635,0.5133092,3.191299,-0.06168794,0.5128961,3.380744,0.07403968,0.1907497,3.107673,-0.02165054,0.2584938,3.464962,0.004625022,1.091217,3.358377,0.1402322,1.250734,3.338875,0.1858681,1.013205,3.374441,-0.1768705,1.038342,3.357375,0,0
201711292200526974,33.38241,217.4384,-1.331857,28.70205,-2.495232,-82.92619,-2.680245,3.785927,-9.058312,16.90414,0.01787984,9.790586,-13.25341,35.53648,10.54111,16.55178,28.25562,27.68462,34.55872,22.96266,99.90479,86.15298,49.7635,100.0699,1.927199,15.89496,-0.003466298,1.924149,0.8080706,-143.0741,-10.24502,10.48722,26.9296,121.5494,-8.164654,27.94951,18.79295,-122.2324,9.391418,20.95393,0.05713889,0.812349,3.321592,-0.07404535,0.815237,3.321592,0.0587725,0.509306,3.160806,-0.07989009,0.5099853,3.362067,0.05495053,0.1850333,3.052923,-0.03903833,0.2409323,3.459751,-0.01598339,1.086647,3.330467,0.1197306,1.246297,3.30942,0.1662552,1.00783,3.349116,-0.1983489,1.030558,3.323964,0,0
201711292200527235,33.05887,216.1921,-0.8419905,28.71349,-3.312159,-81.15444,-2.737981,4.460671,-6.317461,22.75553,-0.9265599,8.446467,-13.55729,30.28592,10.07778,16.47126,27.52823,24.97661,28.44411,20.5862,100.5439,100.496,42.81715,100.6817,1.918306,12.03007,0.007881086,1.915282,1.367692,-138.9021,-10.3763,10.56849,26.17028,119.2384,-7.785156,27.09593,19.06211,-122.1812,9.826156,21.3513,0.04167044,0.8090228,3.301626,-0.08936195,0.8117129,3.301627,0.0465003,0.5056713,3.145127,-0.09515405,0.5080343,3.34781,0.04130796,0.1837921,3.025813,-0.05527988,0.2318587,3.455712,-0.03186541,1.083068,3.30944,0.1035234,1.243242,3.28757,0.150967,1.00481,3.328318,-0.2148179,1.025042,3.299975,0,0
201711292200527536,33.65854,219.8131,-0.506384,29.45502,-4.212358,-80.39167,-2.643345,5.164329,-4.619531,29.14716,-1.643229,7.063351,-14.26521,24.63704,9.812585,16.80554,25.7881,23.19284,23.59379,16.67091,102.0256,112.7522,36.78575,102.1746,1.917658,7.817022,0.01827698,1.914589,2.0864,-136.7869,-10.30922,10.49379,25.94331,117.3414,-7.109149,26.68953,18.69613,-121.9904,10.08962,21.10867,0.04020523,0.8051578,3.276762,-0.09075649,0.807408,3.276762,0.04691266,0.5022957,3.119747,-0.09604411,0.5056545,3.329669,0.04019003,0.1809998,2.990405,-0.05605496,0.2240501,3.45039,-0.03327212,1.078984,3.282956,0.1019605,1.239665,3.259793,0.1499996,1.000905,3.302021,-0.2165437,1.018623,3.271054,1,0
201711292200527944,34.18324,224.7213,-0.06904811,30.03466,-5.983626,-77.94946,-1.603898,6.653425,-3.262072,36.66545,-2.337226,5.848274,-15.04093,13.14725,7.629198,16.72903,24.05327,21.59066,19.47214,12.23556,104.5752,125.8368,34.12399,104.7524,1.908941,3.528554,0.03980786,1.90596,2.613475,-135.3875,-10.21668,10.34251,26.29355,117.8661,-6.702125,26.9201,18.355,-122.6456,10.38156,20.89654,0.01564027,0.8008384,3.244632,-0.115238,0.8031648,3.244633,0.02487122,0.4981986,3.087428,-0.1144081,0.4950382,3.311484,0.01730583,0.1760212,2.950323,-0.07977567,0.2168749,3.445082,-0.05803031,1.074793,3.249515,0.07821115,1.235515,3.226573,0.1260531,0.9953116,3.269994,-0.2406079,1.012433,3.234538,1,0
201711292200528154,33.49099,220.072,0.2284953,29.79503,-7.287913,-68.96732,-0.7158329,7.801214,-2.911944,37.77689,-2.954019,5.512969,-15.58883,6.008459,5.757045,16.75994,28.58681,16.59074,17.92386,16.86038,105.7836,136.289,29.76524,105.9514,1.902728,1.729138,0.03971594,1.899954,2.355868,-126.2273,-10.10605,10.16992,25.82202,117.6076,-6.806212,26.49706,19.17227,-124.4311,10.2777,21.59454,0.02087773,0.7989942,3.221907,-0.1099671,0.8010949,3.221907,0.03144758,0.4961552,3.069238,-0.1044804,0.4929705,3.296197,0.02245666,0.1752258,2.934709,-0.07464315,0.2174659,3.439621,-0.05249483,1.072862,3.22683,0.08443733,1.234008,3.203274,0.1325514,0.9916934,3.246102,-0.2341948,1.008777,3.211757,1,0
